,L,lambda,sd,NRMSE,median,R1
222,2.0,6.0,0.7,0.8001159626205069,-0.09397250328037321,0.9920301247288404
223,2.0,6.0,1.0,0.7899428165041333,-0.8125923111985588,0.9833338971588208
224,2.0,6.0,1.5,0.749405364458169,0.13222599078097635,0.9689271890763568
225,2.0,6.0,2.0,0.7539743586768864,-0.11111674739082483,0.9237072832235778
226,2.0,6.0,3.0,0.9664866698011642,0.00016005725736341765,0.7288171568300323
227,2.0,6.0,5.0,16.471826829752278,-4.8616210535622326e-05,0.3090707310205117
228,2.0,7.0,0.0,1.0217767341022588,-1.0616332868142646e-06,1.0000000000000002
229,2.0,7.0,0.05,0.8882238355122474,-1.8492041344963752,0.9999727856739969
230,2.0,7.0,0.1,0.8903025069407708,-0.8120965160846363,0.9999039284717064
231,2.0,7.0,0.2,0.8914470079938197,-0.1921550356681564,0.9996389391118435
232,2.0,7.0,0.3,0.8891289557112542,-0.2817694466852293,0.9991772052360923
233,2.0,7.0,0.5,0.8242302334225002,-0.9604768349258164,0.9970168306312389
234,2.0,7.0,0.7,0.7709323407761818,-0.27486512873793223,0.9941869754706343
235,2.0,7.0,1.0,0.7747200524499306,-0.4276349208498137,0.9879743339017086
236,2.0,7.0,1.5,0.7066006581944043,0.04799510991133604,0.9779535431707916
237,2.0,7.0,2.0,0.6852875686966711,-0.419771107212193,0.9489559040396064
238,2.0,7.0,3.0,0.863157411696753,0.00011999930623879409,0.8588383654954149
239,2.0,7.0,5.0,12.731796125170442,3.37532450287313e-05,0.3182199746889564
240,2.0,8.0,0.0,1.0218027569425376,-1.0260858279043633e-06,1.0000000000000002
241,2.0,8.0,0.05,0.8727981615778583,-1.9931795566009374,0.999979164786417
242,2.0,8.0,0.1,0.8728361103145347,-0.8846129418201223,0.9999264516189554
243,2.0,8.0,0.2,0.87408981758505,-0.24573617541547677,0.9997236358891074
244,2.0,8.0,0.3,0.8726378523607903,-0.19637389715939962,0.9993704926295794
245,2.0,8.0,0.5,0.824200532611547,-0.730981059037555,0.9977213859655983
246,2.0,8.0,0.7,0.7468417386782997,-0.41895500073504766,0.9955700528776853
247,2.0,8.0,1.0,0.748938577441214,-0.5998773764694052,0.9908954117986712
248,2.0,8.0,1.5,0.6970521096289357,0.4921258653018018,0.9834674138705184
249,2.0,8.0,2.0,0.666061758757002,-0.4922831128820011,0.9632326553714116
250,2.0,8.0,3.0,0.6836285191310777,-2.4025816781347853e-05,0.8790323271163889
